10	0.910766373733	0.00119153491504
17	3.55726472876	0.00291641017424
18	1.70535030737	0.001784927513
1	0.188126092097	0.00108487491629
2	0.144872103085	0.00181472506752
36	3.37820707667	0.0032123808141
7	1.46812084462	0.00156760394242
86	7.57404083078	0.0078457901674
11	1241.25228786	0.811646241818
26	9809.37701454	5.63753346397
53	5317.81251854	3.20158516037
82	2321.37685115	1.6206014299
10	0.910766824694	0.00118296446588
17	3.55531695561	0.00289973227558
18	1.70535041279	0.00178615457014
1	0.188126456476	0.00110377651655
2	0.144870462394	0.00181448905073
36	3.37809041289	0.00321320872591
7	1.46812090914	0.00156745442339
86	7.53398169533	0.00706108271669
11	1241.25245435	0.825713484539
26	9816.649736	5.37980289816
53	5318.43548514	3.17522752338
82	2321.376234	1.61380985398
