100000	1.96312740845	0.0107316108194
10000	1.49144036995	0.0115021085946
1000	1.49732200178	0.00701731991916
100	6.14331945409	0.0192548566558
1500	1.4029111148	0.00463225828156
2000	1.35455170173	0.00484794905064
2500	1.34951210651	0.00474568058557
3000	1.35211601361	0.00469191677549
3500	1.36249157086	0.00475322886961
4000	1.38162739487	0.00465198797471
4500	1.40403489622	0.00451825360122
5000	1.40019453366	0.00463365775565
500	1.92368428157	0.00629374273812
5500	1.41743182945	0.00451232876179
6000	1.42810876085	0.00455011879678
6500	1.45492206153	0.00447116008692
7000	1.46607795825	0.00434949099255
7500	1.44685937151	0.00757553458517
8000	1.4530468524	0.00738392452363
8500	1.45213477619	0.00705718132855
9000	1.47795907543	0.00704693423536
9500	1.46842663206	0.0072985131702
1000000	2.19417484	0.0124266281242
150000	2.03819754273	0.0123948295441
500000	2.1267526749	0.0137546362661
50000	1.81680451246	0.0113003409606
10000000	2.22558010887	0.0121064929159
