33	103.959594613	0.278835235235
34	96.6659923952	0.274100718959
35	89.3445770768	0.253155322897
40	66.3221043417	0.106733510611
45	50.8175992753	0.124748261934
50	40.6222479363	0.0572956120872
55	33.4219895021	0.0712535531
60	28.3114280118	0.0585732153431
70	21.3344862514	0.0393878493481
80	17.0673856417	0.0312931125468
90	14.0910144725	0.0232791870971
100	12.0238346817	0.0121900323644
150	7.10976808335	0.00932931394683
200	5.15188790662	0.0045608184411
250	4.00916629212	0.00601952276303
300	3.26164859217	0.00320189021242
350	2.73821884841	0.00450401549825
400	2.3520473876	0.00403586965689
450	2.14257102595	0.0042236346377
500	1.81998886191	0.00339223576982
550	1.69853245216	0.00358619563786
600	1.47643629384	0.0029086569776
700	1.22506586033	0.00258960822752
800	1.04833583716	0.0023369917366
1000	0.789295923532	0.00207526764829
1500	0.452635680616	0.00212727924839
#2000	0.227663690761	0.00380409339852
#2500	-0.0256132347081	0.00954520088354
#3000	-0.333511498024	0.00815088491935
#4000	0.0140078073369	0.00303875035276
#5000	-0.15633591701	4.77229132079e-05
#Basis	3.62418760832	0.00555146236975
#Basis	3.6209685906	0.00345284132509
