 
Ar	8.10184012471	0.0123453868766
Ar	2.65398170723	0.00291759491102
Ar	2.80704282507	0.0036124030769
Ar	nan	0.03
Ar	2.53888015696	0.00364351796025
Ar	2.50750641781	0.00447675843007
Ar	2.51322396683	0.0043774665454
Ar	4.58133214037	0.00995407755583
Ar	2.10870731876	0.00333192974746
Ar	nan	30.0
Ar	8.12383660378	0.00374838079809
Ar	2.64857993511	0.00122135538369
Ar	2.80407801598	0.00125142069097
Ar	nan	0.03
Ar	2.54657502293	0.00119042040002
Ar	2.50396999237	0.0011824319553
Ar	2.50852029006	0.00118257845441
Ar	4.59242645551	0.00266970077497
Ar	2.10541033496	0.00111405187212
Ar	nan	30.0
Ar	8.12016658702	0.00357725936022
Ar	2.64857962384	0.00123359851894
Ar	-1.11659390965	0.00050980432405
Ar	0.0870370354241	5.72924113755e-06
Ar	2.54657488148	0.00119042013988
Ar	2.50396989271	0.00118243160987
Ar	2.50852040688	0.0011825776382
Ar	4.59098409407	0.00264402642966
Ar	2.25941150857	0.707136478202
Ar	93.4870857922	0.011318236295
Ar	-0.1	0.0
Ar	3.46517933225	0.261878870317
Ar	2.56808173999	0.507909282872
Ar	nan	0.03
Ar	2.17673248945	0.050833891735
Ar	2.38693164535	0.0175305123012
Ar	3.44822585792	0.0874373007322
Ar	-0.1	0.0
Ar	2.32983529327	0.206714616598
Ar	nan	30.0
Ar	8.12383660378	0.00374838079809
Ar	2.64857993511	0.00122135538369
Ar	2.80407801598	0.00125142069097
Ar	nan	0.03
Ar	2.54657502293	0.00119042040002
Ar	2.50396999237	0.0011824319553
Ar	2.50852029006	0.00118257845441
Ar	4.59242645551	0.00266970077497
Ar	2.10541033496	0.00111405187212
Ar	nan	30.0
